Protein	Protein State	Deut Time	MS File	Start Idx	End Idx	z	maxD	#D left	#D right	Start RT	End RT	Confidence	Theor mono m/z	mono inty	m+1 inty	m+2 inty	...																													
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	114	125	2	10	4.6369	0	10.1	10.38	Medium	773.817	2203.07	1707.986	1821.9755	10101	8338.0142	9334.9599	8283.022	7012.9636	5884.0057	3578.0295	2230.027	1142.0437	835.9666	1022.9709	981.9963	1713.9936	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	118	124	1	5	3.3079	0	8.94	9.2	Medium	973.405	961.9251	2582.0707	9109.1088	18555.022	19028	11480.9671	5106.9427	1852.1342	1049.0297	1186.9454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	119	125	1	5	4.5392	0	7.66	7.81	Medium	913.3509	0	293.9572	625.9559	1005.0324	7311	4344.9886	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	125	131	1	5	3.1838	0	5.95	6.16	Medium	840.3556	1264.9818	2276.995	4922.0074	9084	8625.0525	3905.9745	1878.0669	1160.0518	341.9582	854.9647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	125	132	1	6	3.5385	0	8.5	8.61	Medium	971.3961	954.9679	435.0137	841.0266	1616.0599	1785.0386	1619.0244	900.0595	356.0023	142.9423	137.0132	64.0598	242.9632	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	126	132	1	5	4.0772	0	7.66	7.94	Medium	868.3869	1511.8791	3865.8593	11342.8968	21432.8954	20443.9393	13212.9831	4859.1152	2218.0401	1373.9544	7006.0431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	130	137	1	6	4.3336	0	10.44	10.64	Medium	993.3805	157.0129	259.0074	515.0119	1167.9838	1993.984	2262	1265.008	459.9935	302.0142	204.99	272.9863	218.0025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	133	148	2	13	7.4503	0	12.29	12.56	Low	937.9533	265	600.0105	541.9928	673.0118	390.9956	819.0145	1400.9925	1514.008	1903	1493.0136	1510.0008	696.0099	744.0096	687.9954	283.9908	456.0115	164.9935	305.0143	756.9895	1135.0051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	136	148	2	10	5.3048	0	10.94	11.24	Medium	756.8738	2525.5791	2809.142	6965.9865	16987.2849	40766.0562	85492.6441	102106	73227.7714	46711.528	22973.2657	9262.5341	4100.7552	2773.3071	3532.0714	2164.1144	1332.1222	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	138	148	2	8	3.6806	0	9.42	9.73	Medium	623.8375	54133.3604	206084.0571	595092.8457	1150518.244	1496293.413	1536526	1242026.278	696119.7785	246504.2084	67684.8961	11274.8705	3045.4777	1122.9415	794.7036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	138	149	2	9	9.1332	0	10.52	10.81	Medium	689.3578	0	0	0	2466.1226	5438.9708	2624.0217	3441.9098	1995.0329	1669.9637	18987	13187.9035	5436.9427	2706.8824	1040.9749	830.0565	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	140	148	1	6	3.7258	0	8.23	8.39	Low	970.5204	964.9688	1282.0274	2965.0434	4832.9577	5908	2289.0063	1230.0107	498.9819	183.9968	4614.9742	1880.986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	142	148	1	5	4.2391	0	9.55	9.69	Low	728.3825	4480.8803	9833.783	24678.2901	28782.0637	16650.1202	7616.727	1770.0928	9627.7655	38797	12217.1922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	144	151	1	6	2.3138	0	13.75	13.82	Medium	905.4285	4105.0014	14536.8768	31267	30538.9395	21038.8479	7232.8942	2773.8817	595.9027	95.8979	123.0928	196.0897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	148	155	1	6	3.9861	0	8.19	8.5	High	904.4808	2296.8238	8040.3136	29893.0335	94615.9846	182390.1228	187450	98171.342	31180.1701	7874.416	2239.6178	1355.7839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	149	155	1	5	3.6104	0	3.96	4.04	Medium	791.3968	132.0045	113.9997	604.9923	1410.9921	2017	1479.0102	504.9964	199.9919	65.9868	57.9847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	149	156	2	6	3.8377	0	8.2	8.45	Medium	452.7441	15177.7978	49229.6606	244923.9145	597247.4968	731826.2804	756984	656896.011	289325.3259	65631.8469	11989.7672	3742.4707	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	150	156	1	5	3.1023	0	8.16	8.47	Medium	773.4403	12805.5765	8203.6392	21293.898	45371.3569	56026	32306.7451	13900.7059	3221.2706	813.8667	997.6706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	156	172	2	14	3.1876	0	12.77	13.03	Medium	1024.5346	2709.1004	2306.9346	1134.0309	21918.038	31451	19651.8959	10102.137	4250.0962	2171.1196	2351.0864	2510.897	3088.2305	1827.0231	1429.1764	810.0906	401.206	334.0184	490.9495	559.0969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	157	172	2	13	7.8072	0	10.78	11.08	High	967.9926	4439.3161	6755.967	7351.1287	7549.5159	14211.487	40852.9719	117104.063	240494.5193	357734.9716	419427	375007.4596	248903.578	129640.8559	51572.2818	21161.4396	6365.5921	2833.0195	1469.9073	1053.9341	913.1431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	158	172	2	12	7.4076	0	9.48	9.62	Medium	894.4584	424.9811	438.044	592.0416	402.0484	1201.9359	2033.0294	4819.9359	8080.0111	9304.0089	9512	6830.0326	4667.9703	2534.9368	1099.029	425.9971	249.9377	258.0657	330.9279	375.0516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	161	167	1	4	2.481	0	5.15	5.39	Medium	815.4145	822.9708	2263.0561	5175.0367	5700.8109	3061.0333	1347.8362	681.189	551.2223	784.7988	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	161	172	2	9	5.9485	0	9.59	9.89	Medium	709.8396	8538.9401	11986.7082	19781.3035	46079.4708	103000.6374	169148.8451	180196	138113.4335	74755.8833	26965.5284	9039.3339	97622.779	88700.923	41974.5922	13408.1564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	162	173	2	9	5.9485	0	9.59	9.89	Medium	709.8396	8538.9401	11986.7082	19781.3035	46079.4708	103000.6374	169148.8451	180196	138113.4335	74755.8833	26965.5284	9039.3339	97622.779	88700.923	41974.5922	13408.1564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	165	172	1	6	3.7028	0	6.74	7.04	Medium	949.4183	1574.4144	4113.8534	16744.0719	40732.9027	61821	51131.2072	25255.7203	8505.9885	2692.2581	642.4064	302.8083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	196	209	2	10	3.44	0	7.2	7.49	Medium	735.3652	2930.1236	6754.1709	12622.043	15653.1051	20176.8238	15121.9068	12562.1334	7087.123	3475.1193	1494.835	685.1479	750.8669	383.0583	315.8869	446.9619	802.0623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	233	239	1	4	2.3771	0	6.31	6.6	Medium	787.4382	1820.8579	6479.1983	21689.856	33379	24981.1523	9995.1094	3132.8943	1603.883	547.0214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	306	316	2	6	0.1668	0	7.87	7.95	Medium	582.319	6250	2306.0197	829.0417	214.0078	226.978	88.9792	325.9709	111.0094	247.0054	1939.9939	1177.0428	411.0399	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	323	349	4	19	7.1136	0	3.02	3.32	Medium	746.6454	2880.0417	4320.9476	5664.045	3779.0174	2751.0317	2803.034	1927.9572	2643.044	3964.0128	5206.9781	6970.9621	7251	7135.046	6506.0396	5172.0149	2891.9911	2622.0218	547.0198	498.0049	349.9643	293.9789	103.0088	236.0019	555.9819	321.9716	341.998	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	350	364	2	13	5.5064	0	11.41	11.6	Medium	834.4119	1780.9803	1110.0326	1772.0739	3486.9985	6022.9435	9445.0738	9706.0309	9728	6515.0213	3591.9454	1942.9281	853.974	629.9784	458.9758	461.0539	279.9574	3529.007	3170.9703	1969.9441	818.0515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	356	364	1	7	6.555	0	9.44	9.55	Low	983.4359	44.0036	159.9922	256.0105	463.9927	1057.0064	931.0135	912.9981	484.9979	579.9813	499.9852	2512	1268.0167	294.9928	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	358	364	1	5	4.9783	0	7.52	7.72	Low	777.4175	591.2434	646.6725	854.5315	1324.1389	1536.617	1636.6972	631.2755	1008.5011	3944.702	2169.4322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	365	371	1	5	2.2237	0	2.99	3.18	High	772.4464	2071.9777	5679.9793	10466.0164	11236	7485.0088	2410.0779	624.9366	184.9949	39.9479	28.9751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	365	381	2	13	7.0251	0	10.59	10.74	Medium	1020.0305	1321.1504	1838.9442	2052.9476	3033.8529	4893.7248	10259.3374	18660.828	32114.6896	44242	40084.798	28162.7148	18625.7234	8250.2706	3160.7697	957.9522	764.8766	367.2488	361.8481	247.7579	434.7577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	365	383	3	15	8.6614	0	11.01	11.31	Medium	756.3931	3142.9255	4695.8914	4731.0868	4574.1204	4005.0849	4962.0407	4151.0046	6294.0719	7969.0657	9860.8839	12888.9747	14930.0523	16836	15545.073	14133.9164	11878.0697	7319.8771	4903.9811	2465.9917	1062.0283	778.9235	519.9674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	365	388	3	20	12.4764	0	12.11	12.41	Low	920.155	0	1069.9986	641.9957	583.9945	545.9968	521.9927	637.995	455.0032	298.994	1155	390.0053	742.9998	745.9959	895.9952	606.994	510.9952	552.0066	241.9975	495.997	303.9993	841.0078	759.0025	699.9968	637.008	391.9968	298.0071	252.995	470.0014	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	365	390	3	22	9.2684	0	12.67	12.96	Medium	1012.8517	0	565.0233	723.9925	996.0179	974.0147	1048.0114	718.9941	731.0006	1223.0063	2603.0237	3377	1718.0008	1349.9755	1127.0064	768.978	282.0221	565.0233	391.9866	277.0238	357.9769	420.0187	196.9981	494.0154	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	369	381	2	9	4.4089	0	11.74	12.03	Medium	782.8828	9240.7759	9399.897	6460.2255	6735.9751	14131.0369	21611.9879	29625	28747.1218	20509.8936	9884.041	3657.0726	1460.1167	1484.9794	1107.9709	721.0174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	372	378	1	4	2.7861	0	12.6	12.74	Medium	974.4771	1153.0761	4312.814	14849.9172	25358	21759.0871	10789	3016.1839	951.0943	201.9818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	372	381	2	6	3.8618	0	12.97	13.27	Medium	643.3162	24045.0185	65396.6911	285559.792	614069.4585	943587	911464.583	863144.1745	550688.5174	194995.0216	39105.5511	8595.7342	1497.4143	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	372	383	2	8	4.8038	0	13.26	13.49	Medium	757.3717	1968.9185	1516.869	3008.1432	6145.0132	13951.0545	22937.0918	24667	19738.1167	10402.0327	5129.125	1881.9715	1173.9738	922.166	662.0776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	372	390	2	15	7.5205	0	13.56	13.76	Low	1142.0597	0	475.0245	439.9905	443.9681	304.9795	534.001	1251.9687	1230.0151	982.0233	1244.0134	500.0379	581.9624	287.9979	415.9715	258.0125	387.9749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	375	381	1	4	2.2884	0	12.97	13.11	Medium	865.4454	4522.8487	14440.7678	28108.0191	32023	23503.0789	11954.0806	4509.1668	960.1769	428.0483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	379	390	2	10	1.5861	0	10.16	10.46	Low	664.3301	13333.7727	21425.613	13660.2309	5798.8316	2656.6723	1577.6803	10645.2942	8037.23	4862.665	2305.0097	26714.9545	9638.315	14551.9896	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	382	388	1	5	0.885	0	5.87	6.17	Medium	738.4145	71164	23223.9943	8796.8195	16834.5997	19227.908	5898.571	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	382	389	1	6	3.3043	0	6.2	6.41	Medium	853.4414	628.9977	1385.0307	2881.032	16197	8408.0558	3188.9813	1824.9584	631.9635	799.0372	645.0625	664.0931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	382	390	1	7	3.2071	0	8.08	8.39	High	1016.5047	1650.6189	8757.6296	28120.9694	48636.035	52819	36959.1956	15667.1785	4548.0677	1340.3219	490.8335	228.8944	264.3569	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	382	392	2	9	5.0527	0	8.5	8.79	Medium	617.7741	2862.8989	3619.1507	8546.9358	14950.0194	21003.0707	24880	17427.9588	12595.0848	6139.9899	5569.0047	6974.8281	4425.1359	3001.0895	2020.8475	1100.9689	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	383	389	1	5	2.9935	0	6.21	6.32	Low	754.373	414.9905	314.992	736.9894	1400	867.0024	394.995	356.0082	376.0037	233.0022	229.9901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	383	390	1	6	2.8433	0	8.08	8.27	Medium	917.4363	1176.0687	3951.0483	9595.9313	13465	10768.9181	5512.976	2105.993	741.9259	136.0163	334.9042	307.9886	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	384	390	1	5	2.3258	0	8.13	8.3	High	788.3937	5962.7277	27335.2963	50817.7145	54760	30979.2782	10831.6759	3567.1083	1132.2164	455.3933	166.2812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	389	399	2	8	3.9649	0	7.67	7.97	Medium	675.2969	2275.1012	4486.0806	7304.9916	14591.062	22963	21798.9947	16218.9875	9510.0142	5584.9127	2098.8536	1064.1433	812.9116	667.8489	573.9436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	389	407	3	16	7.7575	0	9.74	9.96	Medium	746.7038	973.019	1474.992	1461.973	1141.0025	1034.9828	627.9881	783.0076	1272.0165	1671.9799	2468.0064	3600	3187.0176	2239.9817	2189.0043	1186.981	713.0236	583.9872	628.9769	395.0195	304.9851	421.0025	422.9801	368.9815	480	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	390	399	2	7	3.5312	0	6.35	6.62	Medium	617.7834	6002.0649	8276.1525	14779.0495	23132.9733	23596	19248.0135	10625.131	5149.1019	2622.978	1084.1162	13180.0591	740.9868	717.9435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	390	400	2	8	3.9196	0	8.9	9.06	Medium	683.3036	1031.0301	2056.9359	3424.9611	7066.0451	9877	8549.9689	5424.0231	2893.9979	1933.9538	1117.9917	1125.0752	1212.0368	854.9969	1002.9974	1971.9336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	390	406	2	14	8.3371	0	6.76	6.81	Low	1005.4965	309.9967	131.0034	131.0034	68.9926	56.0073	130.006	364.0092	193.9925	375.9971	230.9919	235.0006	179.9907	139.9991	120.9912	152.0062	73.0013	125.9973	191.0003	154.001	309.9967	300.0036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	391	399	1	6	3.0457	0	4.78	5.05	Medium	1071.4962	179.0024	663.0016	1662.9851	2754.985	3110	2005.9939	1036.9989	306.99	132.0214	58.9873	30.9885	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	391	400	2	7	3.111	0	7.37	7.67	Medium	601.772	32075.768	72646.2828	142543.4712	245299.3121	294864	275156.9073	185993.5612	75800.3175	37762.929	14186.4071	4103.3946	1786.2365	1178.8261	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	391	404	2	11	7.5493	0	6.63	6.93	Medium	816.4013	1859.4355	2544.0734	4528.8542	5985.1035	12207.0568	24140.2726	38118.4817	40054.2005	33544.5655	27081.7624	17044.1237	8308.8581	4432.9603	4428.5001	29140.1362	39815.5808	29017.4812	15135.166	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	391	406	2	13	7.1948	0	5.43	5.73	Medium	923.9648	1167.141	1690.0633	1694.1065	2111.9052	3072.1684	6791.9249	13279.9349	18705.9275	22081	20880.8394	18520.9505	11024.1587	5227.8751	2915.157	1478.1315	1387.1592	1799.9039	1214.9857	554.9311	503.0432	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	391	407	2	14	8.0377	0	8	8.3	High	980.5069	2423.8511	2715.7328	2583.3583	1748.0012	2362.186	7564.2573	16943.9363	31653.9501	44629.9401	53641.2726	53883	39632.5971	23422.8871	12425.937	5590.1506	2025.0832	1378.8325	780.2696	622.4068	585.4077	693.9384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	391	410	3	17	7.8733	0	7.79	8.09	Medium	772.7339	2017.068	4142.9388	4221.0959	4604.0652	3687.9827	3466.058	3488.0653	3943.0214	5618.0497	9178.9244	12628.9396	13419.9709	13479	10284.0235	7135.9412	3503.0797	1619.0843	1127.9291	998.9701	409.913	445.9063	395.927	616.0007	908.0611	771.9034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	400	406	1	5	2.4668	0	3.01	3.32	Medium	794.4441	1778.9552	5245.9634	9830.0114	10046	6876.9917	4189.9339	1085.0017	378.9382	87.0699	72.9671	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	400	407	1	6	3.832	0	4.79	5	High	907.5281	351.0524	725.955	2167.0117	5335.0588	8781	7535.9698	3935.9407	1465.9788	481.9601	144.9766	69.9425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	0.000000s	N66428_24_02_17	400	410	2	9	5.4093	0	4.32	4.45	Medium	632.3581	536.9504	1128.0129	1114.034	1331.0463	1855.0323	3223.0552	4181.9676	4374.9676	3660.0108	1755.0375	822.0538	692.9738	499.9738	431.9954	364.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
